site_id,cta_sites,incident_date,week_day,week_code,weekend,holiday,incident_time,incident_time_1,time_category,time_code,incident_category,atm,restaurant,avgtemp,maxtemp,totalsnow,sunhour,sunset,sunrise,moonrise,moonset,Temperature,weather_description,weather_code,Humidity,cloudcover,heatindex,hours_after_sunrise,hours_to_sunset,incident
118,Red Line Addison Station,1/29/2020,Wednesday,2,0,0,17:00,17,evening,4,none,3,9,30,32,0.12,5,18:01,8:06,10:47,22:45,32,snow,13,76,100,32,8.9,1.02,0
101,Pink/Green Line Ashland Station,1/30/2020,Thursday,3,0,0,14:10,14,afternoon,6,Disturbance ,1,0,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,1,72,97,32,6.08,3.88,1
133,Red Line Monroe Station,1/30/2020,Thursday,3,0,0,18:23,18,evening,4,Disturbance ,5,5,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,1,75,100,32,10.3,-0.33,1
133,Red Line Monroe Station,1/30/2020,Thursday,3,0,0,18:59,18,evening,4,Theft,5,5,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,1,75,100,32,10.9,-0.93,1
133,Red Line Monroe Station,1/30/2020,Thursday,3,0,0,21:15,21,night,2,Disturbance ,5,5,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,1,76,100,32,13.17,-3.2,1
133,Red Line Monroe Station,1/30/2020,Thursday,3,0,0,21:55,21,night,2,Disturbance ,5,5,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,1,76,100,32,13.83,-3.87,1
120,Red Line Berwyn Station,1/30/2020,Thursday,3,0,0,12:00,12,afternoon,6,none,0,6,32,34,0,5,18:03,8:05,11:11,23:44,32,cloudy,3,74,91,32,3.92,6.05,0
121,Red Line Bryn Mawr Station,1/30/2020,Thursday,3,0,0,18:00,18,evening,4,none,0,9,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,1,75,100,32,9.92,0.05,0
133,Red Line Monroe Station,1/31/2020,Friday,1,0,0,15:20,15,afternoon,6,Disturbance ,5,5,32,34,0.12,5,18:04,8:04,11:34,No moonset,34,Overcast,1,81,98,34,7.27,2.73,1
25,Blue Line Jefferson Park Station,1/31/2020,Friday,1,0,0,8:50,8,morning,5,Emergency,0,0,32,34,0.12,5,18:04,8:04,11:34,No moonset,30,snow,12,90,100,30,0.77,9.23,1
53,Clark/Lake Station (Brown Pink Orange Purple & Green),1/31/2020,Friday,1,0,0,2:35,2,late_night,1,Disturbance ,2,2,32,34,0.12,5,18:04,8:04,11:34,No moonset,32,Overcast,1,75,100,32,-5.48,15.48,1
139,Red/Purple/Brown Lines Belmont,1/31/2020,Friday,1,0,0,3:40,3,late_night,1,Disturbance ,3,11,32,34,0.12,5,18:04,8:04,11:34,No moonset,32,Overcast,1,76,100,32,-4.4,14.4,1
137,Red Line Thorndale Station,1/31/2020,Friday,1,0,0,0:00,0,late_night,1,none,2,6,32,34,0.12,5,18:04,8:04,11:34,No moonset,32,Overcast,1,75,100,32,-8.07,18.07,0
146,SPECIAL RAIL STATION DEPLOYMENT Site,1/31/2020,Friday,1,0,0,2:00,2,late_night,1,none,0,0,32,34,0.12,5,18:04,8:04,11:34,No moonset,32,Overcast,1,75,100,32,-6.07,16.07,0
29,Blue Line O'Hare Station,2/1/2020,Saturday,4,1,0,1:20,1,late_night,1,Accident,0,5,34,36,0.67,5,18:05,8:03,11:59,0:43,32,Overcast,1,91,100,32,-6.72,16.75,1
30,Blue Line Pulaski Station,2/1/2020,Saturday,4,1,0,1:00,1,late_night,1,General,0,0,34,36,0.67,5,18:05,8:03,11:59,0:43,32,Overcast,1,91,100,32,-7.05,17.08,1
145,South Shop Bravo-Bone Yard,2/1/2020,Saturday,4,1,0,7:54,7,early_morning,3,Unsecure element,0,0,34,36,0.67,5,18:05,8:03,11:59,0:43,34,snow,4,98,100,34,-0.15,10.18,1
149,"Washington/Wells Station (Brown, Orange Pink & Purple)",2/1/2020,Saturday,4,1,0,23:00,23,night,2,none,3,10,34,36,0.67,5,18:05,8:03,11:59,0:43,30,Overcast,1,83,82,34,14.95,-4.92,0
150,Yellow Line Dempster-Skokie Station,2/1/2020,Saturday,4,1,0,1:00,1,late_night,1,none,0,0,34,36,0.67,5,18:05,8:03,11:59,0:43,32,Overcast,1,91,100,32,-7.05,17.08,0
151,Yellow Line Oakton-Skokie Station,2/2/2020,Sunday,5,1,0,15:00,15,afternoon,6,none,3,0,41,46,0,10,18:06,8:02,12:26,1:44,46,cloudy,2,65,15,46,6.97,3.1,0
5,61st Street Lower Yard,2/2/2020,Sunday,5,1,0,4:00,4,early_morning,3,none,0,0,41,46,0,10,18:06,8:02,12:26,1:44,36,cloudy,3,84,60,36,-4.03,14.1,0
126,Red Line Grand Station,2/3/2020,Monday,6,0,0,21:21,21,night,2,Assault,0,6,37,39,0,5,18:08,8:01,12:58,2:46,37,drizzle,6,88,82,37,13.33,-3.22,1
139,Red/Purple/Brown Lines Belmont,2/3/2020,Monday,6,0,0,0:38,0,late_night,1,Emergency,3,11,37,39,0,5,18:08,8:01,12:58,2:46,39,cloudy,3,92,68,39,-7.38,17.5,1
139,Red/Purple/Brown Lines Belmont,2/3/2020,Monday,6,0,0,0:43,0,late_night,1,Emergency,3,11,37,39,0,5,18:08,8:01,12:58,2:46,39,cloudy,3,92,68,39,-7.3,17.42,1
12,Blue Line Addison Station,2/3/2020,Monday,6,0,0,17:00,17,evening,4,none,0,0,37,39,0,5,18:08,8:01,12:58,2:46,39,rain,7,90,88,39,8.98,1.13,0
15,Blue Line Californa Station,2/3/2020,Monday,6,0,0,19:00,19,evening,4,none,1,1,37,39,0,5,18:08,8:01,12:58,2:46,37,rain,7,90,90,37,10.98,-0.87,0
139,Red/Purple/Brown Lines Belmont,2/4/2020,Tuesday,7,0,0,2:33,2,late_night,1,Disturbance ,3,11,34,34,0,8.3,18:09,8:00,13:36,3:49,36,Overcast,1,86,97,36,-5.45,15.6,1
27,Blue Line Montrose Station,2/4/2020,Tuesday,7,0,0,21:00,21,night,2,none,0,0,34,34,0,8.3,18:09,8:00,13:36,3:49,27,cloudy,2,64,48,32,13,-2.85,0
11,Blue Line Rosemont Station,2/4/2020,Tuesday,7,0,0,5:00,5,early_morning,3,none,0,0,34,34,0,8.3,18:09,8:00,13:36,3:49,36,sleet,19,86,100,36,-3,13.15,0
4,West Shop,2/5/2020,Wednesday,2,0,0,16:44,16,evening,4,Emergency,0,0,30,30,0,5.3,18:10,7:59,14:22,4:53,30,Overcast,1,66,98,30,8.75,1.43,1
32,Blue Line UIC-Halsted Station,2/5/2020,Wednesday,2,0,0,10:50,10,morning,5,Emergency,0,0,30,30,0,5.3,18:10,7:59,14:22,4:53,30,cloudy,3,63,97,30,2.85,7.33,1
102,Pink/Green Line Morgan Station,2/5/2020,Wednesday,2,0,0,4:58,4,early_morning,3,Assault,0,6,30,30,0,5.3,18:10,7:59,14:22,4:53,28,Overcast,1,72,89,28,-3.02,13.2,1
122,Red Line Cermak-Chinatown,2/5/2020,Wednesday,2,0,0,16:58,16,evening,4,Disturbance ,0,0,30,30,0,5.3,18:10,7:59,14:22,4:53,30,Overcast,1,66,98,30,8.98,1.2,1
129,Red Line Jackson Station,2/5/2020,Wednesday,2,0,0,22:15,22,night,2,Disturbance ,2,9,30,30,0,5.3,18:10,7:59,14:22,4:53,28,Overcast,1,90,97,28,14.27,-4.08,1
33,Blue Line Washington Station,2/5/2020,Wednesday,2,0,0,14:00,14,afternoon,6,none,0,0,30,30,0,5.3,18:10,7:59,14:22,4:53,30,Overcast,1,61,100,30,6.02,4.17,0
35,Blues Western (O'Hare) Station,2/5/2020,Wednesday,2,0,0,13:00,13,afternoon,6,none,2,15,30,30,0,5.3,18:10,7:59,14:22,4:53,30,Overcast,1,61,100,30,5.02,5.17,0
129,Red Line Jackson Station,2/6/2020,Thursday,3,0,0,14:15,14,afternoon,6,Disturbance ,2,9,28,28,3.46,5.3,18:11,7:58,15:18,5:55,28,snow,4,84,100,28,6.28,3.93,1
129,Red Line Jackson Station,2/6/2020,Thursday,3,0,0,15:54,15,afternoon,6,Disturbance ,2,9,28,28,3.46,5.3,18:11,7:58,15:18,5:55,28,snow,4,82,100,28,7.93,2.28,1
29,Blue Line O'Hare Station,2/6/2020,Thursday,3,0,0,0:05,0,late_night,1,Emergency,0,5,28,28,3.46,5.3,18:11,7:58,15:18,5:55,28,snow,4,93,98,28,-7.88,18.1,1
97,Pink Line Zone California Station,2/6/2020,Thursday,3,0,0,23:28,23,night,2,Disturbance ,0,3,28,28,3.46,5.3,18:11,7:58,15:18,5:55,27,snow,22,86,93,28,15.5,-5.28,1
141,Red/Purple/Purple Express Lines Howard Station,2/6/2020,Thursday,3,0,0,7:15,7,early_morning,3,General,0,7,28,28,3.46,5.3,18:11,7:58,15:18,5:55,28,snow,4,93,100,28,-0.72,10.93,1
141,Red/Purple/Purple Express Lines Howard Station,2/6/2020,Thursday,3,0,0,23:28,23,night,2,Disturbance ,0,7,28,28,3.46,5.3,18:11,7:58,15:18,5:55,27,snow,22,86,93,28,15.5,-5.28,1
36,Brown Line Addison Station,2/6/2020,Thursday,3,0,0,1:00,1,late_night,1,none,3,2,28,28,3.46,5.3,18:11,7:58,15:18,5:55,28,snow,4,93,98,28,-6.97,17.18,0
37,Brown Line Damen Station,2/6/2020,Thursday,3,0,0,15:00,15,afternoon,6,none,2,2,28,28,3.46,5.3,18:11,7:58,15:18,5:55,28,snow,4,82,100,28,7.03,3.18,0
16,Blue Line Cicero Station,2/7/2020,Friday,1,0,0,4:01,4,early_morning,3,Assault,1,0,28,32,0.83,6.9,18:13,7:57,16:23,6:52,28,snow,22,86,81,28,-3.93,14.2,1
29,Blue Line O'Hare Station,2/7/2020,Friday,1,0,0,2:21,2,late_night,1,Disturbance ,0,5,28,32,0.83,6.9,18:13,7:57,16:23,6:52,28,snow,22,85,86,28,-5.6,15.87,1
30,Blue Line Pulaski Station,2/7/2020,Friday,1,0,0,0:09,0,late_night,1,General,0,0,28,32,0.83,6.9,18:13,7:57,16:23,6:52,27,snow,22,84,92,28,-7.8,18.07,1
53,Clark/Lake Station (Brown Pink Orange Purple & Green),2/7/2020,Friday,1,0,0,22:58,22,night,2,Disturbance ,2,2,28,32,0.83,6.9,18:13,7:57,16:23,6:52,28,Overcast,1,81,90,28,15.02,-4.75,1
129,Red Line Jackson Station,2/7/2020,Friday,1,0,0,2:39,2,late_night,1,Disturbance ,2,9,28,32,0.83,6.9,18:13,7:57,16:23,6:52,28,snow,22,85,86,28,-5.3,15.57,1
133,Red Line Monroe Station,2/7/2020,Friday,1,0,0,5:58,5,early_morning,3,Disturbance ,5,5,28,32,0.83,6.9,18:13,7:57,16:23,6:52,27,snow,4,86,79,27,-1.98,12.25,1
38,Brown Line Francisco Station,2/7/2020,Friday,1,0,0,20:00,20,night,2,none,0,2,28,32,0.83,6.9,18:13,7:57,16:23,6:52,30,Overcast,1,78,100,30,12.05,-1.78,0
39,Brown Line Irving Park Station,2/7/2020,Friday,1,0,0,21:00,21,night,2,none,1,3,28,32,0.83,6.9,18:13,7:57,16:23,6:52,30,Overcast,1,79,100,30,13.05,-2.78,0
126,Red Line Grand Station,2/8/2020,Saturday,4,1,0,2:50,2,late_night,1,Assault,0,6,28,32,0.12,6.9,18:14,7:56,17:35,7:43,27,cloudy,2,89,75,27,-5.1,15.4,1
142,RedLine Roosevelt Station,2/8/2020,Saturday,4,1,0,1:49,1,late_night,1,Disturbance ,0,7,28,32,0.12,6.9,18:14,7:56,17:35,7:43,28,Overcast,1,87,73,28,-6.12,16.42,1
40,Brown Line Kedzie Station,2/8/2020,Saturday,4,1,0,12:00,12,afternoon,6,none,0,4,28,32,0.12,6.9,18:14,7:56,17:35,7:43,30,cloudy,2,81,63,30,4.07,6.23,0
43,Brown Line Paulina Station,2/8/2020,Saturday,4,1,0,18:00,18,evening,4,none,0,1,28,32,0.12,6.9,18:14,7:56,17:35,7:43,30,snow,13,76,92,30,10.07,0.23,0
7,"Adam/Wabash Station (Brown,Pink,Orange & Purple)",2/9/2020,Sunday,5,1,0,15:30,15,afternoon,6,General,1,5,32,34,0,5.3,18:15,7:55,18:51,8:26,34,snow,10,94,100,34,7.58,2.75,1
139,Red/Purple/Brown Lines Belmont,2/9/2020,Sunday,5,1,0,2:50,2,late_night,1,Assault,3,11,32,34,0,5.3,18:15,7:55,18:51,8:26,28,snow,24,82,88,28,-5.08,15.42,1
141,Red/Purple/Purple Express Lines Howard Station,2/9/2020,Sunday,5,1,0,17:11,17,evening,4,Maintenance,0,7,32,34,0,5.3,18:15,7:55,18:51,8:26,32,rain,20,96,100,34,9.27,1.07,1
145,South Shop Bravo-Bone Yard,2/9/2020,Sunday,5,1,0,7:13,7,early_morning,3,Unsecure element,0,0,32,34,0,5.3,18:15,7:55,18:51,8:26,28,Overcast,1,82,69,28,-0.7,11.03,1
145,South Shop Bravo-Bone Yard,2/9/2020,Sunday,5,1,0,7:19,7,early_morning,3,General,0,0,32,34,0,5.3,18:15,7:55,18:51,8:26,28,Overcast,1,82,69,28,-0.6,10.93,1
145,South Shop Bravo-Bone Yard,2/9/2020,Sunday,5,1,0,20:30,20,night,2,Disturbance ,0,0,32,34,0,5.3,18:15,7:55,18:51,8:26,28,rain,20,97,100,32,12.58,-2.25,1
44,Brown Line Rockwell Station,2/9/2020,Sunday,5,1,0,3:00,3,late_night,1,none,1,2,32,34,0,5.3,18:15,7:55,18:51,8:26,27,snow,24,82,90,27,-4.92,15.25,0
45,Brown Line Southport Station,2/9/2020,Sunday,5,1,0,7:00,7,early_morning,3,none,1,3,32,34,0,5.3,18:15,7:55,18:51,8:26,28,Overcast,1,82,69,28,-0.92,11.25,0
114,Red Line 63rd Street Station,2/10/2020,Monday,6,0,0,12:02,12,afternoon,6,General,0,0,30,32,0.04,6.9,18:16,7:53,20:08,9:04,30,Overcast,1,82,96,30,4.15,6.23,1
116,Red Line 79th Street Station,2/10/2020,Monday,6,0,0,15:06,15,afternoon,6,Assault,0,0,30,32,0.04,6.9,18:16,7:53,20:08,9:04,32,Overcast,1,79,81,32,7.22,3.17,1
116,Red Line 79th Street Station,2/10/2020,Monday,6,0,0,15:45,15,afternoon,6,Assault,0,0,30,32,0.04,6.9,18:16,7:53,20:08,9:04,32,Overcast,1,79,81,32,7.87,2.52,1
116,Red Line 79th Street Station,2/10/2020,Monday,6,0,0,14:48,14,afternoon,6,Assault,0,0,30,32,0.04,6.9,18:16,7:53,20:08,9:04,32,Overcast,1,80,86,32,6.92,3.47,1
128,Red Line Harrison Station,2/10/2020,Monday,6,0,0,11:20,11,morning,5,General,0,0,30,32,0.04,6.9,18:16,7:53,20:08,9:04,30,Overcast,1,83,97,30,3.45,6.93,1
47,Brown/ Purple Line Chicago Station,2/10/2020,Monday,6,0,0,16:00,16,evening,4,none,1,5,30,32,0.04,6.9,18:16,7:53,20:08,9:04,32,Overcast,1,80,72,32,8.12,2.27,0
48,Brown/ Purple Line Merchandise Mart Station,2/10/2020,Monday,6,0,0,8:00,8,morning,5,none,1,6,30,32,0.04,6.9,18:16,7:53,20:08,9:04,28,Overcast,1,85,93,28,0.12,10.27,0
29,Blue Line O'Hare Station,2/11/2020,Tuesday,7,0,0,1:14,1,late_night,1,Disturbance ,0,5,30,32,0,10.7,18:18,7:52,21:25,9:37,30,cloudy,2,77,37,30,-6.63,17.07,1
29,Blue Line O'Hare Station,2/11/2020,Tuesday,7,0,0,4:43,4,early_morning,3,Disturbance ,0,5,30,32,0,10.7,18:18,7:52,21:25,9:37,30,cloudy,2,73,42,30,-3.15,13.58,1
30,Blue Line Pulaski Station,2/11/2020,Tuesday,7,0,0,0:05,0,late_night,1,Disturbance ,0,0,30,32,0,10.7,18:18,7:52,21:25,9:37,28,cloudy,2,78,33,30,-7.78,18.22,1
86,Orange Line Pulaski Station,2/11/2020,Tuesday,7,0,0,0:49,0,late_night,1,Disturbance ,1,0,30,32,0,10.7,18:18,7:52,21:25,9:37,28,cloudy,2,78,33,30,-7.05,17.48,1
116,Red Line 79th Street Station,2/11/2020,Tuesday,7,0,0,23:04,23,night,2,General,0,0,30,32,0,10.7,18:18,7:52,21:25,9:37,27,clear,25,65,0,30,15.2,-4.77,1
138,Red/Purple Express Wilson Station,2/11/2020,Tuesday,7,0,0,17:18,17,evening,4,Assault,3,0,30,32,0,10.7,18:18,7:52,21:25,9:37,30,cloudy,2,62,8,30,9.43,1,1
142,RedLine Roosevelt Station,2/11/2020,Tuesday,7,0,0,21:44,21,night,2,Access Control,0,7,30,32,0,10.7,18:18,7:52,21:25,9:37,27,clear,25,67,0,32,13.87,-3.43,1
49,Brown/ Purple Line Sedgwick Station,2/11/2020,Tuesday,7,0,0,12:00,12,afternoon,6,none,0,2,30,32,0,10.7,18:18,7:52,21:25,9:37,32,cloudy,2,62,36,32,4.13,6.3,0
51,Brown/Purple Line Diversey Station,2/11/2020,Tuesday,7,0,0,18:00,18,evening,4,none,2,5,30,32,0,10.7,18:18,7:52,21:25,9:37,30,cloudy,2,65,2,30,10.13,0.3,0
81,Orange Line 35th/Archer Station,2/12/2020,Wednesday,2,0,0,7:29,7,early_morning,3,General,1,1,32,36,1.06,6.9,18:19,7:51,22:39,10:08,30,Overcast,1,63,27,30,-0.37,10.83,1
116,Red Line 79th Street Station,2/12/2020,Wednesday,2,0,0,2:12,2,late_night,1,Disturbance ,0,0,32,36,1.06,6.9,18:19,7:51,22:39,10:08,28,cloudy,2,65,44,30,-5.65,16.12,1
119,Red Line Argyle Station,2/12/2020,Wednesday,2,0,0,15:20,15,afternoon,6,Disturbance ,0,5,32,36,1.06,6.9,18:19,7:51,22:39,10:08,34,Overcast,1,78,100,34,7.48,2.98,1
125,Red Line Garfield Station,2/12/2020,Wednesday,2,0,0,20:20,20,night,2,Theft,0,0,32,36,1.06,6.9,18:19,7:51,22:39,10:08,28,snow,4,97,100,30,12.48,-2.02,1
127,Red Line Granville Station,2/12/2020,Wednesday,2,0,0,15:22,15,afternoon,6,Theft,0,1,32,36,1.06,6.9,18:19,7:51,22:39,10:08,34,Overcast,1,78,100,34,7.52,2.95,1
52,Brown/Purple Line Wellington Station,2/12/2020,Wednesday,2,0,0,2:00,2,late_night,1,none,1,1,32,36,1.06,6.9,18:19,7:51,22:39,10:08,28,cloudy,2,65,44,30,-5.85,16.32,0
1,Coal Yard,2/12/2020,Wednesday,2,0,0,3:00,3,late_night,1,none,0,0,32,36,1.06,6.9,18:19,7:51,22:39,10:08,28,cloudy,2,66,66,28,-4.85,15.32,0
16,Blue Line Cicero Station,2/13/2020,Thursday,3,0,0,6:30,6,early_morning,3,General,1,0,19,25,2.4,5.4,18:20,7:50,23:53,10:37,27,snow,4,93,100,27,-1.33,11.83,1
24,Blue Line Jackson Station,2/13/2020,Thursday,3,0,0,22:42,22,night,2,Disturbance ,3,4,19,25,2.4,5.4,18:20,7:50,23:53,10:37,10,snow,4,82,100,10,14.87,-4.37,1
30,Blue Line Pulaski Station,2/13/2020,Thursday,3,0,0,16:39,16,evening,4,Assault,0,0,19,25,2.4,5.4,18:20,7:50,23:53,10:37,14,snow,4,85,100,14,8.82,1.68,1
139,Red/Purple/Brown Lines Belmont,2/13/2020,Thursday,3,0,0,0:46,0,late_night,1,General,3,11,19,25,2.4,5.4,18:20,7:50,23:53,10:37,30,snow,4,98,100,30,-7.07,17.57,1
55,CTA Third Rail Training Class,2/13/2020,Thursday,3,0,0,15:00,15,afternoon,6,none,0,0,19,25,2.4,5.4,18:20,7:50,23:53,10:37,14,snow,4,87,100,14,7.17,3.33,0
57,Green Line-South 43rd Station,2/14/2020,Friday,1,0,0,4:00,4,early_morning,3,none,0,0,9,14,0,10.7,18:22,7:48,No moonrise,11:08,5,snow,13,88,38,5,-3.8,14.37,0
58,Green Line-South 47th Station,2/14/2020,Friday,1,0,0,16:00,16,evening,4,none,4,0,9,14,0,10.7,18:22,7:48,No moonrise,11:08,14,Sunny,14,76,4,14,8.2,2.37,0
10,Blue Line Medical District/Damen (Park Forest) Station,2/15/2020,Saturday,4,1,0,3:19,3,late_night,1,Disturbance ,4,20,23,30,0.08,6.9,18:23,7:47,1:05,11:41,12,clear,25,76,5,12,-4.47,15.07,1
16,Blue Line Cicero Station,2/15/2020,Saturday,4,1,0,4:16,4,early_morning,3,Disturbance ,1,0,23,30,0.08,6.9,18:23,7:47,1:05,11:41,12,clear,25,75,15,12,-3.52,14.12,1
29,Blue Line O'Hare Station,2/15/2020,Saturday,4,1,0,1:29,1,late_night,1,Disturbance ,0,5,23,30,0.08,6.9,18:23,7:47,1:05,11:41,10,clear,25,78,2,10,-6.3,16.9,1
125,Red Line Garfield Station,2/15/2020,Saturday,4,1,0,0:58,0,late_night,1,Disturbance ,0,0,23,30,0.08,6.9,18:23,7:47,1:05,11:41,10,clear,25,79,0,10,-6.82,17.42,1
59,Green Line-South 51st Station,2/15/2020,Saturday,4,1,0,20:00,20,night,2,none,2,2,23,30,0.08,6.9,18:23,7:47,1:05,11:41,21,snow,4,90,57,27,12.22,-1.62,0
60,Green Line-South Ashland/63rd Station,2/15/2020,Saturday,4,1,0,21:00,21,night,2,none,1,1,23,30,0.08,6.9,18:23,7:47,1:05,11:41,19,snow,4,90,39,25,13.22,-2.62,0
24,Blue Line Jackson Station,2/16/2020,Sunday,5,1,0,0:00,0,late_night,1,Assault,3,4,28,34,0,10.8,18:24,7:46,2:15,12:17,23,cloudy,2,93,34,25,-7.77,18.4,1
100,Pink/Green Clinton Station,2/16/2020,Sunday,5,1,0,18:16,18,evening,4,Disturbance ,1,4,28,34,0,10.8,18:24,7:46,2:15,12:17,32,cloudy,2,83,35,32,10.5,0.13,1
113,Red Line 47th Street Station,2/16/2020,Sunday,5,1,0,14:58,14,afternoon,6,Disturbance ,0,0,28,34,0,10.8,18:24,7:46,2:15,12:17,32,cloudy,2,81,10,32,7.2,3.43,1
128,Red Line Harrison Station,2/16/2020,Sunday,5,1,0,5:24,5,early_morning,3,Disturbance ,0,0,28,34,0,10.8,18:24,7:46,2:15,12:17,23,Mist,26,94,40,23,-2.37,13,1
